,description,runtime,id,imdb_score,release_year,title,type
875,"When the five puppies stumble upon the Five Power Rings of Inspiron (alien artifacts abandoned on Earth 16 years ago), they all develop super powers, and are enlisted in Captain Canine's battle against the evil Darkon alien Commander Drex. Captain Canine is commander of space ship Megasis and is from the planet Inspiron. He is the mortal enemy of the Commander Drex. In charge of protecting Princess Jorala and the Five Power Rings from Drex, Megasis places the rings in hiding on the planet Earth, and takes the form of a German Shepherd, intending to stay on earth in very deep cover. Adopted by aspiring young comic book artist Ian Shaeffer, and renamed Captain Canine, he spends 16 happy years on Earth, as Ian recounts the stories of his space adventures. But when the five Buddies discover the Power Rings and instantly develop superpowers, Captain Canine has to train them very quickly indeed - for Commander Drex is headed back to earth, and this time he's determined to succeed.",81,tm165250,,2013,Super Buddies,MOVIE
876,"Mickey, Minnie, Horace Horsecollar, and Clarabelle Cow go on a musical wagon ride until Peg-Leg Pete tries to run them off the road.",6,tm178844,,2013,Get a Horse!,MOVIE
877,"Set high atop snow-capped mountains in the adrenaline-fueled world of competitive snowboarding, the Disney Channel Original Movie “Cloud 9″ tells the inspiring story of two snowboarders who must overcome self-doubt to learn that achieving their dreams is possible.",97,tm159764,6.4,2014,Cloud 9,MOVIE
878,"Zarina, a smart and ambitious dust-keeper fairy who’s captivated by Blue Pixie Dust and its endless possibilities, flees Pixie Hollow and joins forces with the scheming pirates of Skull Rock, who make her captain of their ship. Tinker Bell and her friends must embark on an epic adventure to find Zarina, and together they go sword-to-sword with the band of pirates led by a cabin boy named James, who’ll soon be known as Captain Hook himself.",78,tm150467,,2014,Tinker Bell and the Pirate Fairy,MOVIE
879,"In 2009, just two minutes into US Airways flight 1549, a flock of birds struck the plane taking out both engines. With no power, the Captain decided to attempt the near impossible - to land it in New York's Hudson River.",90,tm162567,6.5,2014,Miracle Landing on the Hudson,MOVIE
880,Explores the personal and professional life of former NFL and Ole Miss quarterback Archie Manning and how the sudden loss of his father impacted his life and the way he and his wife Olivia raised their three sons.,120,tm188023,8.2,2013,The Book of Manning,MOVIE
881,"Mike and Sulley are back at Monsters University for a fun-filled weekend with their Oozma Kappa fraternity brothers. The gang is throwing their first party, but no one’s showing up. Luckily for them, Mike and Sulley have come up with a plan to make sure “Party Central” is the most epic party the school has ever seen.",6,tm143693,,2014,Party Central,MOVIE
882,Phineas and Ferb team up with the Avengers to save the world from Dr. Doofenshmirtz and a group of dangerous supervillains.,45,tm188208,,2013,Phineas and Ferb: Mission Marvel,MOVIE
883,"This single-camera animation/live-action hybrid comedy revolves around  Kirby Buckets, a kid who dreams of being the biggest animator in the  world. His drawings take shape as he and his best friends, Fish and Eli,  go on outrageous adventures.",22,ts43070,4.9,2014,Kirby Buckets,SHOW
884,"When Lightning McQueen gets the hiccups, everyone in Radiator Springs thinks they have the cure.",3,tm177819,,2013,Hiccups,MOVIE
885,"A look at the story behind Marvel Studios and the Marvel Cinematic Universe, featuring interviews and behind-the-scenes footage from all of the Marvel films, the Marvel One-Shots and ""Marvel's Agents of S.H.I.E.L.D.""",43,tm150669,7.3,2014,Marvel Studios: Assembling a Universe,MOVIE
886,"Seven-time Emmy Award winner Betty White shares her love for animals and VIP backstage pass to three of America's top zoos and safari parks for a characteristically irreverent, intimate and unique tour of everything big cat.",44,tm342433,7.4,2013,Betty White Goes Wild,MOVIE
887,"Ultra-competitive fraternal twins Lindy and Logan Watson, together with their four best friends, navigate their freshman year of high school. Each episode begins with a comedic ""what just happened?"" situation as Lindy and Logan each spin their own vivid account of a certain occurrence or predicament. The series utilizes flashback scenes to tell the siblings' unique stories. ",25,ts35174,7.5,2014,I Didn't Do It,SHOW
888,Red's peaceful morning routine is interrupted by a pesky visitor.,2,tm173896,,2013,Bugged,MOVIE
889,Documentary exploring the 1983 North Carolina State Wolfpack men's basketball team's success after being the underdogs in the competitions.,90,tm161686,,2013,Survive and Advance,MOVIE
890,"Mighty Med is a live-action comedy series starring popular Disney Channel stars Bradley Steven Perry and Jake Short, premieres as a special one-hour event, October 7 on Disney XD. The series is created by Jim Bernstein and Andy Schwartz, and is executive produced by Bernstein and Stephen Engel.",25,ts34355,6.4,2013,Mighty Med,SHOW
891,"The Congo: more powerful and dangerous than any other river, yet a sanctuary and home for some of the most wonderful creatures on our Earth.",44,ts222742,,2014,Wild Congo,SHOW
892,"In celebration of the publisher's 75th anniversary, the hour-long special will take a detailed look at the company's journey from fledgling comics publisher to multi-media juggernaut. Hosted by Emily VanCamp (S.H.I.E.L.D. Agent Sharon Carter), the documentary-style feature will include interviews with comic book icons, pop culture authorities, and Hollywood stars.  The special also promises an ""extraordinary peek into Marvel's future!"" Might Marvel release the first official footage from next year's Avengers: Age of Ultron or Ant-Man? If they do, you'll know about it here.",41,tm150667,7.1,2014,"Marvel: 75 Years, From Pulp to Pop!",MOVIE
893,"After fooling Darth Vader into thinking he was destroyed, Luke Skywalker voyages to Mustafar only to accidentally open the remaining holocron.",22,tm835242,,2014,LEGO Start Wars: The New Yoda Chronicles: Duel of the Skywalkers,MOVIE
894,"Luke Skywalker's poor judgment nearly gets him and his friends captured by Darth Vader. After witnessing this bit of immaturity, both Yoda and the ghost of Obi-Wan make the decision to expand Luke's training.",22,tm230506,,2014,LEGO Star Wars: The New Yoda Chronicles - Escape from the Jedi Temple,MOVIE
895,Guido discovers he has a hidden talent as a street corner sign spinner.,2,tm175699,,2013,Spinning,MOVIE
896,"Mae and Gabby are two friends who go everywhere together but they are not very popular in their school. Their classmates always pressure because they have not had a boyfriend so to avoid further setbacks, the girls put in place a plan to create the perfect boyfriend. Both believe that it will be easy to create their perfect guy using the military team building; machinery owned by the father of Mae, the machine works through a wireless keyboard. The machine can create with their settings, a robotic soldier. Of this plan was born Albert an ideal guy to be a perfect boyfriend. He will be the most popular boy of the school.",90,tm134986,5.4,2014,How to Build a Better Boy,MOVIE
897,Victor and his beloved dog Sparky watch one of their favorite home movies.,3,tm176868,,2013,Captain Sparky vs. The Flying Saucers,MOVIE
898,"It is just another evening commute until the rain starts to fall, and the city comes alive to the sound of dripping rain pipes, whistling awnings and gurgling gutters.",7,tm163710,,2013,The Blue Umbrella,MOVIE
899,"""The Doc Files"" offers young viewers a glimpse into Doc's keen deductive skills as she shares an in-depth look at specific cases and diagnoses after the clinic doors close for the day. Each episode opens with Doc dictating a toy patient's chart and recalling how she solved the case from allergies to splinters to the importance of healthy eating and exercise.",3,ts160519,6.4,2013,The Doc Files,SHOW
900,"A 'leisurely drive' planned in honor of Radiator Springs’ town founder, Stanley, turns precarious as Baja pros descend on the town and challenge Lightning McQueen to an off-road race. Meanwhile, the townsfolk, led by a Stanley-costumed Mater, enjoy the planned 'leisurely drive' to retrace Stanley’s original frontier route. Thinking they’re on the same course, a wrong turn sends McQueen and the Baja pros on a treacherously wild bid for survival. The misunderstanding leaves the racing professionals in awe of the 'legend' of Stanley: the Original Off-Road Racer.",6,tm142627,,2014,The Radiator Springs 500½,MOVIE
